[2018-03-14 13:23:25] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:23:25] [INFO]关闭所有存盘线程
[2018-03-14 13:29:40] [INFO]初始化运行日志存盘路径
[2018-03-14 13:29:41] [INFO]尝试连接--USB应答机A...
[2018-03-14 13:29:41] [INFO]连接成功--USB应答机A
[2018-03-14 13:29:41] [INFO]连接成功--USB应答机A--遥控端口
[2018-03-14 13:29:41] [INFO]连接成功--USB应答机A--遥测端口
[2018-03-14 13:29:47] [INFO]关闭连接--USB应答机A
[2018-03-14 13:30:28] [INFO]初始化运行日志存盘路径
[2018-03-14 13:30:30] [INFO]尝试连接--USB应答机A...
[2018-03-14 13:30:30] [INFO]连接成功--USB应答机A
[2018-03-14 13:30:30] [INFO]连接成功--USB应答机A--遥控端口
[2018-03-14 13:30:30] [INFO]连接成功--USB应答机A--遥测端口
[2018-03-14 13:30:35] [INFO]关闭连接--USB应答机A
[2018-03-14 13:43:40] [INFO]初始化运行日志存盘路径
[2018-03-14 13:43:57] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:43:57] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:43:57] [INFO]关闭所有存盘线程
[2018-03-14 13:45:36] [INFO]初始化运行日志存盘路径
[2018-03-14 13:45:38] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:45:38] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:45:38] [INFO]关闭所有存盘线程
[2018-03-14 13:45:45] [INFO]初始化运行日志存盘路径
[2018-03-14 13:46:12] [INFO]初始化运行日志存盘路径
[2018-03-14 13:46:13] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:46:13] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:46:13] [INFO]关闭所有存盘线程
[2018-03-14 13:47:39] [INFO]初始化运行日志存盘路径
[2018-03-14 13:47:42] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:47:42] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:47:42] [INFO]关闭所有存盘线程
[2018-03-14 13:47:47] [INFO]初始化运行日志存盘路径
[2018-03-14 13:48:17] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:48:17] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:48:17] [INFO]关闭所有存盘线程
[2018-03-14 13:52:12] [INFO]初始化运行日志存盘路径
[2018-03-14 13:52:25] [INFO]尝试连接--USB应答机A...
[2018-03-14 13:52:25] [INFO]连接成功--USB应答机A
[2018-03-14 13:52:25] [INFO]连接成功--USB应答机A--遥控端口
[2018-03-14 13:52:25] [INFO]连接成功--USB应答机A--遥测端口
[2018-03-14 13:52:27] [INFO]关闭连接--USB应答机A
[2018-03-14 13:52:28] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:52:28] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:52:28] [INFO]关闭所有存盘线程
[2018-03-14 13:52:38] [INFO]初始化运行日志存盘路径
[2018-03-14 13:52:39] [INFO]尝试连接--USB应答机A...
[2018-03-14 13:52:39] [INFO]连接成功--USB应答机A
[2018-03-14 13:52:39] [INFO]连接成功--USB应答机A--遥控端口
[2018-03-14 13:52:40] [INFO]连接成功--USB应答机A--遥测端口
[2018-03-14 13:52:43] [INFO]关闭连接--USB应答机A
[2018-03-14 13:52:45] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:52:45] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:52:45] [INFO]关闭所有存盘线程
[2018-03-14 13:52:48] [INFO]初始化运行日志存盘路径
[2018-03-14 13:52:49] [INFO]关闭连接--USB应答机A
[2018-03-14 13:52:53] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:52:53] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:52:53] [INFO]关闭所有存盘线程
[2018-03-14 13:53:21] [INFO]初始化运行日志存盘路径
[2018-03-14 13:53:22] [INFO]尝试连接--USB应答机A...
[2018-03-14 13:53:22] [INFO]连接成功--USB应答机A
[2018-03-14 13:53:22] [INFO]连接成功--USB应答机A--遥控端口
[2018-03-14 13:53:22] [INFO]连接成功--USB应答机A--遥测端口
[2018-03-14 13:54:13] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:54:13] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:54:13] [INFO]关闭所有存盘线程
[2018-03-14 13:55:46] [INFO]初始化运行日志存盘路径
[2018-03-14 13:55:48] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:55:48] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:56:25] [INFO]初始化运行日志存盘路径
[2018-03-14 13:56:27] [INFO]关闭连接--USB应答机A
[2018-03-14 13:56:28] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:56:28] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:56:37] [INFO]关闭所有存盘线程
[2018-03-14 13:57:47] [INFO]初始化运行日志存盘路径
[2018-03-14 13:57:48] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:57:48] [ERROR]ServerStop2无法关闭，错误原因:未将对象引用设置到对象的实例。
[2018-03-14 13:59:03] [INFO]初始化运行日志存盘路径
[2018-03-14 13:59:05] [ERROR]ServerStop无法关闭，错误原因:未将对象引用设置到对象的实例。
